"","id","wave","w2val006b","w2rit002"
"3339","4609","b",2,3
"3340","4610","b",2,1
"3341","4610","c",2,1
"3342","4611","b",2,3
"3343","4611","c",2,2
"3344","4612","b",2,4
"3345","4612","c",2,3
"3346","4613","b",2,3
"3347","4613","c",2,2
"3348","4614","b",2,2
"3349","4614","c",2,1
"3350","4615","b",2,3
"3351","4616","b",2,3
"3352","4617","b",2,2
"3353","4617","c",2,1
"3354","4618","b",2,5
"3355","4619","b",2,8
"3356","4619","c",2,2
"3357","4620","b",2,2
"3358","4621","b",2,5
"3359","4621","c",2,3
"3360","4622","b",2,4
"3361","4622","c",3,2
"3362","4623","b",2,3
"3363","4624","b",2,2
"3364","4624","c",2,3
"3365","4625","b",2,3
"3366","4626","b",2,2
"3367","4626","c",2,2
"3368","4627","b",2,3
"3369","4627","c",2,3
"3370","4628","b",2,3
"3371","4629","b",2,2
"3372","4629","c",1,1
"3373","4630","b",2,3
"3374","4630","c",2,3
"3375","4631","b",2,6
"3376","4631","c",2,4
"3377","4632","b",2,3
"3378","4632","c",2,2
"3379","4633","b",2,2
"3380","4634","b",2,3
"3381","4634","c",2,3
"3382","4635","b",2,5
"3383","4635","c",4,4
"3384","4636","b",2,3
"3385","4636","c",3,3
"3386","4637","b",2,3
"3387","4637","c",2,2
"3388","4638","b",2,3
"3389","4638","c",2,2
"3390","4639","b",2,3
"3391","4639","c",2,2
"3392","4640","b",2,1
"3393","4640","c",2,1
"3394","4641","b",2,2
"3395","4642","b",2,7
"3396","4642","c",2,1
"3397","4643","b",2,3
"3398","4644","b",2,2
"3399","4644","c",1,2
"3400","4645","b",2,4
"3401","4645","c",1,3
"3402","4646","b",2,9
"3403","4646","c",2,2
"3404","4647","b",2,4
"3405","4647","c",4,3
"3406","4648","b",2,3
"3407","4649","b",2,3
"3408","4649","c",2,2
"3409","4650","b",2,4
"3410","4650","c",2,3
"3411","4651","b",2,1
"3412","4652","b",2,2
"3413","4653","b",2,3
"3414","4654","b",2,3
"3415","4654","c",1,3
"3416","4655","b",2,2
"3417","4655","c",1,1
"3418","4656","b",2,2
"3419","4657","b",2,5
"3420","4658","b",2,4
"3421","4658","c",2,5
"3422","4659","b",2,3
"3423","4659","c",2,1
"3424","4660","b",2,2
"3425","4660","c",2,2
"3426","4661","b",2,5
"3427","4661","c",2,5
"3428","4662","b",2,2
"3429","4662","c",2,3
"3430","4663","b",2,3
"3431","4663","c",2,3
"3432","4664","b",2,4
"3433","4665","b",2,2
"3434","4665","c",2,3
"3435","4666","b",2,2
"3436","4666","c",2,2
"3437","4667","b",2,1
"3438","4667","c",2,1
"3439","4668","b",2,7
"3440","4668","c",2,5
"3441","4669","b",2,2
"3442","4669","c",3,2
"3443","4670","b",2,3
"3444","4671","b",2,1
"3445","4671","c",2,1
"3446","4672","b",2,2
"3447","4672","c",2,3
"3448","4673","b",2,4
"3449","4673","c",1,4
"3450","4674","b",2,7
"3451","4674","c",2,3
"3452","4675","b",2,2
"3453","4675","c",2,2
"3454","4676","b",2,5
"3455","4676","c",2,2
"3456","4677","b",2,4
"3457","4677","c",2,3
"3458","4678","b",2,3
"3459","4678","c",3,3
"3460","4679","b",2,3
"3461","4680","b",2,2
"3462","4680","c",2,1
"3463","4681","b",2,2
"3464","4681","c",2,2
"3465","4682","b",2,2
"3466","4682","c",2,2
"3467","4683","b",2,3
"3468","4683","c",1,4
"3469","4684","b",2,3
"3470","4684","c",1,3
"3471","4685","b",2,2
"3472","4686","b",2,2
"3473","4686","c",3,2
"3474","4687","b",2,5
"3475","4687","c",2,1
"3476","4688","b",2,3
"3477","4689","b",2,6
"3478","4689","c",2,2
"3479","4690","b",2,2
"3480","4690","c",2,3
"3481","4691","b",2,4
"3482","4691","c",2,2
"3483","4692","b",2,5
"3484","4692","c",1,3
"3485","4693","b",2,5
"3486","4693","c",1,2
"3487","4694","b",2,6
"3488","4694","c",2,2
"3489","4695","b",2,2
"3490","4696","b",2,4
"3491","4697","b",2,3
"3492","4698","b",2,3
"3493","4698","c",2,3
"3494","4699","b",2,3
"3495","4699","c",2,1
"3496","4700","b",2,5
"3497","4700","c",1,3
"3498","4701","b",2,2
"3499","4701","c",2,3
"3500","4702","b",2,3
"3501","4702","c",3,6
"3502","4703","b",2,2
"3503","4703","c",2,1
"3504","4704","b",2,3
"3505","4705","b",2,4
"3506","4705","c",2,2
"3507","4706","b",2,3
"3508","4706","c",2,2
"3509","4707","b",2,4
"3510","4707","c",2,3
"3511","4708","b",2,1
"3512","4708","c",2,2
"3513","4709","b",2,2
"3514","4709","c",2,3
"3515","4710","b",2,2
"3516","4710","c",1,2
"3517","4711","b",2,2
"3518","4711","c",2,2
"3519","4712","b",2,3
"3520","4712","c",2,2
"3521","4713","b",2,3
"3522","4714","b",2,2
"3523","4714","c",2,4
"3524","4715","b",2,1
"3525","4715","c",2,2
"3526","4716","b",2,3
"3527","4717","b",2,2
"3528","4717","c",2,2
"3529","4718","b",2,2
"3530","4718","c",2,2
"3531","4719","b",2,5
"3532","4719","c",2,3
"3533","4720","b",2,4
"3534","4720","c",2,3
"3535","4721","b",2,8
"3536","4722","b",2,3
"3537","4723","b",2,2
"3538","4724","b",2,3
"3539","4724","c",2,3
"3540","4725","b",2,3
"3541","4725","c",2,3
"3542","4726","b",2,4
"3543","4727","b",2,2
"3544","4727","c",1,2
"3545","4728","b",2,3
"3546","4728","c",2,5
"3547","4729","b",2,2
"3548","4729","c",3,2
"3549","4730","b",2,5
"3550","4730","c",4,4
"3551","4731","b",2,1
"3552","4732","b",2,5
"3553","4733","b",2,4
"3554","4733","c",2,3
"3555","4734","b",2,2
"3556","4734","c",2,2
"3557","4735","b",2,3
"3558","4735","c",3,3
"3559","4736","b",2,1
"3560","4737","b",2,4
"3561","4737","c",2,1
"3562","4738","b",2,3
"3563","4738","c",2,2
"3564","4739","b",2,3
"3565","4739","c",3,4
"3566","4740","b",2,4
"3567","4741","b",2,8
"3568","4741","c",2,4
"3569","4742","b",2,2
"3570","4743","b",2,2
"3571","4743","c",2,2
"3572","4744","b",2,3
"3573","4744","c",1,2
"3574","4745","b",2,1
"3575","4745","c",2,3
"3576","4746","b",2,2
"3577","4746","c",2,2
"3578","4747","b",2,4
"3579","4747","c",2,3
"3580","4748","b",2,4
"3581","4748","c",4,3
"3582","4749","b",2,6
"3583","4749","c",2,5
"3584","4750","b",2,2
"3585","4750","c",4,4
"3586","4751","b",2,3
"3587","4751","c",2,3
"3588","4752","b",2,2
"3589","4753","b",2,3
"3590","4754","b",2,3
"3591","4754","c",2,3
"3592","4755","b",2,5
"3593","4755","c",2,4
"3594","4756","b",2,2
"3595","4756","c",2,3
"3596","4757","b",2,3
"3597","4757","c",2,4
"3598","4758","b",2,4
"3599","4758","c",1,3
"3600","4759","b",2,3
"3601","4760","b",2,3
"3602","4760","c",2,3
"3603","4761","b",2,4
"3604","4761","c",2,3
"3605","4762","b",2,4
"3606","4762","c",2,2
"3607","4763","b",2,3
"3608","4764","b",2,8
"3609","4764","c",2,5
"3610","4765","b",2,2
"3611","4765","c",2,2
"3612","4766","b",2,3
"3613","4766","c",3,2
"3614","4767","b",2,5
"3615","4767","c",3,3
"3616","4768","b",2,5
"3617","4768","c",1,3
"3618","4769","b",2,4
"3619","4770","b",2,2
"3620","4770","c",1,2
"3621","4771","b",2,3
"3622","4771","c",2,2
"3623","4772","b",2,3
"3624","4772","c",2,2
"3625","4773","b",2,3
"3626","4773","c",2,2
"3627","4774","b",2,2
"3628","4774","c",3,2
"3629","4775","b",2,3
"3630","4775","c",2,3
"3631","4776","b",2,4
"3632","4776","c",2,3
"3633","4777","b",2,5
"3634","4777","c",3,3
"3635","4778","b",2,4
"3636","4779","b",2,6
"3637","4779","c",2,4
"3638","4780","b",2,6
"3639","4780","c",2,3
"3640","4781","b",2,2
"3641","4781","c",3,2
"3642","4782","b",2,11
"3643","4782","c",2,4
"3644","4783","b",2,3
"3645","4783","c",3,4
"3646","4784","b",2,4
"3647","4784","c",3,2
"3648","4785","b",2,1
"3649","4785","c",2,2
"3650","4786","b",2,4
"3651","4786","c",3,4
"3652","4787","b",2,7
"3653","4787","c",2,2
"3654","4788","b",2,4
"3655","4788","c",2,4
"3656","4789","b",2,3
"3657","4789","c",3,2
"3658","4790","b",2,4
"3659","4790","c",1,2
"3660","4791","b",2,7
"3661","4791","c",3,6
"3662","4792","b",2,1
"3663","4792","c",2,1
"3664","4793","b",2,1
"3665","4793","c",2,2
"3666","4794","b",2,5
"3667","4795","b",2,2
"3668","4795","c",2,2
"3669","4796","b",2,9
"3670","4797","b",2,3
"3671","4797","c",2,3
"3672","4798","b",2,4
"3673","4798","c",3,3
"3674","4799","b",2,7
"3675","4800","b",2,3
"3676","4800","c",3,3
"3677","4801","b",2,4
"3678","4801","c",2,2
"3679","4802","b",2,2
"3680","4802","c",2,3
"3681","4803","b",2,2
"3682","4803","c",2,3
"3683","4804","b",2,7
"3684","4804","c",3,5
"3685","4805","b",2,7
"3686","4805","c",2,5
"3687","4806","b",2,6
"3688","4806","c",3,7
"3689","4807","b",2,4
"3690","4808","b",2,2
"3691","4809","b",2,3
"3692","4809","c",3,1
"3693","4810","b",2,2
"3694","4810","c",2,1
"3695","4811","b",2,2
"3696","4811","c",3,3
"3697","4812","b",2,1
"3698","4812","c",3,5
"3699","4813","b",2,6
"3700","4813","c",1,2
"3701","4814","b",2,4
"3702","4815","b",2,3
"3703","4815","c",2,2
"3704","4816","b",2,3
"3705","4816","c",2,2
"3706","4817","b",2,2
"3707","4818","b",2,7
"3708","4818","c",2,2
"3709","4819","b",2,3
"3710","4819","c",2,3
"3711","4820","b",2,3
"3712","4820","c",3,3
"3713","4821","b",2,5
"3714","4821","c",2,3
"3715","4822","b",2,2
"3716","4822","c",2,2
"3717","4823","b",2,7
"3718","4823","c",1,4
"3719","4824","b",2,4
"3720","4824","c",2,2
"3721","4825","b",2,6
"3722","4825","c",2,4
"3723","4826","b",2,2
"3724","4826","c",2,2
"3725","4827","b",2,2
"3726","4827","c",2,3
"3727","4828","b",2,2
"3728","4828","c",2,1
"3729","4829","b",2,7
"3730","4830","b",2,2
"3731","4830","c",2,2
"3732","4831","b",2,3
"3733","4831","c",3,3
"3734","4832","b",2,7
"3735","4833","b",2,3
"3736","4833","c",2,3
"3737","4834","b",2,4
"3738","4834","c",2,3
"3739","4835","b",2,3
"3740","4835","c",2,2
"3741","4836","b",2,3
"3742","4836","c",2,2
"3743","4837","b",2,3
"3744","4837","c",4,3
"3745","4838","b",2,5
"3746","4839","b",2,2
"3747","4839","c",4,2
"3748","4840","b",2,6
"3749","4840","c",2,2
"3750","4841","b",2,1
"3751","4842","b",2,3
"3752","4843","b",2,2
"3753","4843","c",2,2
"3754","4844","b",2,3
"3755","4844","c",2,2
"3756","4845","b",2,4
"3757","4846","b",2,2
"3758","4846","c",2,3
"3759","4847","b",2,7
"3760","4847","c",3,2
"3761","4848","b",2,3
"3762","4849","b",2,3
"3763","4849","c",2,2
"3764","4850","b",2,4
"3765","4850","c",2,2
"3766","4851","b",2,4
"3767","4852","b",2,2
"3768","4852","c",1,2
"3769","4853","b",2,7
"3770","4854","b",2,3
"3771","4854","c",2,2
"3772","4855","b",2,3
"3773","4856","b",2,3
"3774","4856","c",3,1
"3775","4857","b",2,6
"3776","4857","c",2,4
"3777","4858","b",2,4
"3778","4858","c",3,4
"3779","4859","b",2,1
"3780","4859","c",2,1
"3781","4860","b",2,3
"3782","4860","c",2,3
"3783","4861","b",2,5
"3784","4861","c",1,3
"3785","4862","b",2,3
"3786","4862","c",2,6
"3787","4863","b",2,3
"3788","4864","b",2,4
"3789","4864","c",3,3
"3790","4865","b",2,4
"3791","4865","c",2,3
"3792","4866","b",2,4
"3793","4866","c",2,4
"3794","4867","b",2,7
"3795","4867","c",3,3
"3796","4868","b",2,3
"3797","4868","c",2,5
"3798","4869","b",2,4
"3799","4869","c",2,3
"3800","4870","b",2,3
"3801","4870","c",2,3
"3802","4871","b",2,2
"3803","4872","b",2,3
"3804","4872","c",2,2
"3805","4873","b",2,3
"3806","4873","c",3,4
"3807","4874","b",2,3
"3808","4874","c",2,1
"3809","4875","b",2,3
"3810","4875","c",2,2
"3811","4876","b",2,1
"3812","4876","c",2,2
"3813","4877","b",2,3
"3814","4877","c",2,3
"3815","4878","b",2,3
"3816","4878","c",2,3
"3817","4879","b",2,3
"3818","4879","c",2,2
"3819","4880","b",2,3
"3820","4880","c",2,2
"3821","4881","b",2,2
"3822","4881","c",2,2
"3823","4882","b",2,3
"3824","4882","c",1,1
"3825","4883","b",2,3
"3826","4883","c",2,2
"3827","4884","b",2,3
"3828","4884","c",2,3
"3829","4885","b",2,6
"3830","4885","c",4,4
"3831","4886","b",2,3
"3832","4887","b",2,2
"3833","4888","b",2,3
"3834","4888","c",1,3
"3835","4889","b",2,3
"3836","4890","b",2,2
"3837","4890","c",3,2
"3838","4891","b",2,2
"3839","4891","c",3,2
"3840","4892","b",2,4
"3841","4892","c",1,3
"3842","4893","b",2,2
"3843","4894","b",2,7
"3844","4894","c",3,2
"3845","4895","b",2,5
"3846","4895","c",2,4
"3847","4896","b",2,7
"3848","4896","c",3,4
"3849","4897","b",2,3
"3850","4897","c",2,3
"3851","4898","b",2,4
"3852","4899","b",2,6
"3853","4900","b",2,2
"3854","4900","c",3,3
"3855","4901","b",2,2
"3856","4901","c",3,3
"3857","4902","b",2,5
"3858","4902","c",2,4
"3859","4903","b",2,2
"3860","4903","c",3,2
"3861","4904","b",2,4
"3862","4905","b",2,2
"3863","4905","c",2,3
"3864","4906","b",2,3
"3865","4906","c",2,2
"3866","4907","b",2,2
"3867","4907","c",1,3
"3868","4908","b",2,1
"3869","4908","c",3,1
"3870","4909","b",2,2
"3871","4909","c",2,1
"3872","4910","b",2,7
"3873","4910","c",1,3
"3874","4911","b",2,4
"3875","4911","c",3,4
"3876","4912","b",2,2
"3877","4912","c",2,2
"3878","4913","b",2,4
"3879","4914","b",2,1
"3880","4914","c",1,2
"3881","4915","b",2,3
"3882","4915","c",3,3
"3883","4916","b",2,2
"3884","4916","c",3,2
"3885","4917","b",2,3
"3886","4918","b",2,3
"3887","4918","c",2,2
"3888","4919","b",2,1
"3889","4919","c",3,1
"3890","4920","b",2,4
"3891","4920","c",3,3
"3892","4921","b",2,3
"3893","4921","c",2,3
"3894","4922","b",2,2
"3895","4922","c",3,4
"3896","4923","b",2,2
"3897","4923","c",2,2
"3898","4924","b",2,3
"3899","4925","b",2,3
"3900","4925","c",2,2
"3901","4926","b",2,3
"3902","4926","c",2,2
"3903","4927","b",2,2
"3904","4927","c",2,1
"3905","4928","b",2,1
"3906","4928","c",2,1
"3907","4929","b",2,2
"3908","4929","c",4,2
"3909","4930","b",2,4
"3910","4931","b",2,3
"3911","4931","c",3,2
"3912","4932","b",2,3
"3913","4932","c",3,2
"3914","4933","b",2,5
"3915","4934","b",2,8
"3916","4934","c",2,4
"3917","4935","b",2,4
"3918","4935","c",2,3
"3919","4936","b",2,8
"3920","4937","b",2,3
"3921","4937","c",3,3
"3922","4938","b",2,1
"3923","4938","c",4,2
"3924","4939","b",2,1
"3925","4939","c",2,2
"3926","4940","b",2,1
"3927","4940","c",2,1
"3928","4941","b",2,3
"3929","4941","c",2,2
"3930","4942","b",2,4
"3931","4942","c",2,4
"3932","4943","b",2,6
"3933","4943","c",2,3
"3934","4944","b",2,3
"3935","4944","c",3,2
"3936","4945","b",2,4
"3937","4945","c",2,4
"3938","4946","b",2,5
"3939","4947","b",2,4
"3940","4947","c",2,3
"3941","4948","b",2,1
"3942","4949","b",2,7
"3943","4949","c",1,3
"3944","4950","b",2,7
"3945","4950","c",3,4
"3946","4951","b",2,4
"3947","4951","c",1,3
"3948","4952","b",2,3
"3949","4952","c",3,3
"3950","4953","b",2,6
"3951","4953","c",3,4
"3952","4954","b",2,4
"3953","4954","c",2,3
"3954","4955","b",2,3
"3955","4955","c",3,4
"3956","4956","b",2,5
"3957","4956","c",3,4
"3958","4957","b",2,2
"3959","4957","c",2,2
"3960","4958","b",2,5
"3961","4958","c",2,3
"3962","4959","b",2,3
"3963","4959","c",2,2
"3964","4960","b",2,4
"3965","4960","c",2,3
"3966","4961","b",2,8
"3967","4961","c",2,3
"3968","4962","b",2,1
"3969","4962","c",2,1
"3970","4963","b",2,3
"3971","4963","c",2,2
"3972","4964","b",2,1
"3973","4964","c",1,3
"3974","4965","b",2,3
"3975","4965","c",2,3
"3976","4966","b",2,3
"3977","4966","c",2,3
"3978","4967","b",2,2
"3979","4968","b",2,3
"3980","4968","c",3,2
"3981","4969","b",2,2
"3982","4969","c",2,2
"3983","4970","b",2,2
"3984","4970","c",2,4
"3985","4971","b",2,1
"3986","4971","c",3,1
"3987","4972","b",2,4
"3988","4972","c",2,4
"3989","4973","b",2,3
"3990","4973","c",2,2
"3991","4974","b",2,2
"3992","4974","c",3,2
"3993","4975","b",2,3
"3994","4975","c",2,2
"3995","4976","b",2,2
"3996","4976","c",2,3
"3997","4978","b",2,5
"3998","4978","c",3,3
"3999","4979","b",2,1
"4000","4979","c",3,2
"4001","4980","b",2,3
"4002","4980","c",2,3
"4003","4981","b",2,5
"4004","4981","c",1,4
"4005","4982","b",2,4
"4006","4982","c",2,4
"4007","4983","b",2,5
"4008","4983","c",3,4
"4009","4984","b",2,2
"4010","4984","c",1,2
"4011","4985","b",2,5
"4012","4985","c",2,4
"4013","4986","b",2,3
"4014","4986","c",4,2
"4015","4987","b",2,4
"4016","4988","b",2,4
"4017","4988","c",2,3
"4018","4989","b",2,3
"4019","4990","b",2,3
"4020","4991","b",2,6
"4021","4991","c",2,2
"4022","4992","b",2,6
"4023","4992","c",2,5
"4024","4993","b",2,2
"4025","4993","c",3,1
"4026","4994","b",2,3
"4027","4994","c",2,3
"4028","4995","b",2,4
"4029","4996","b",2,2
"4030","4997","b",2,4
"4031","4997","c",3,2
"4032","4998","b",2,4
"4033","4998","c",3,4
"4034","4999","b",2,4
"4035","4999","c",2,3
"4036","5000","b",2,2
"4037","5001","b",2,7
"4038","5001","c",3,4
"4039","5002","b",2,8
"4040","5003","b",2,7
"4041","5003","c",3,6
"4042","5004","b",2,4
"4043","5004","c",2,3
"4044","5005","b",2,3
"4045","5005","c",2,2
"4046","5006","b",2,4
"4047","5006","c",2,4
"4048","5007","b",2,5
"4049","5008","b",2,8
"4050","5008","c",2,4
"4051","5009","b",2,7
"4052","5009","c",2,3
"4053","5010","b",2,3
"4054","5010","c",3,2
"4055","5011","b",2,2
"4056","5011","c",2,3
"4057","5012","b",2,5
"4058","5012","c",4,4
"4059","5013","b",2,3
"4060","5013","c",2,2
"4061","5014","b",2,3
"4062","5014","c",2,4
"4063","5015","b",2,3
"4064","5015","c",2,3
"4065","5016","b",2,1
"4066","5016","c",2,2
"4067","5017","b",2,3
"4068","5017","c",2,2
"4069","5018","b",2,3
"4070","5018","c",2,2
"4071","5019","b",2,3
"4072","5020","b",2,3
"4073","5020","c",2,3
"4074","5021","b",2,2
"4075","5021","c",3,2
"4076","5022","b",2,2
"4077","5022","c",2,2
"4078","5023","b",2,2
"4079","5024","b",2,3
"4080","5024","c",1,3
"4081","5025","b",2,8
"4082","5025","c",2,5
"4083","5026","b",2,3
"4084","5026","c",3,3
"4085","5027","b",2,4
"4086","5027","c",3,2
"4087","5028","b",2,5
"4088","5029","b",2,8
"4089","5029","c",2,4
"4090","5030","b",2,3
"4091","5030","c",3,3
"4092","5031","b",2,3
"4093","5031","c",1,2
"4094","5032","b",2,5
"4095","5033","b",2,1
"4096","5033","c",2,2
"4097","5034","b",2,4
"4098","5034","c",2,2
"4099","5035","b",2,2
"4100","5035","c",3,2
"4101","5036","b",2,2
"4102","5036","c",3,2
"4103","5037","b",2,4
"4104","5038","b",2,4
"4105","5038","c",2,4
"4106","5039","b",2,5
"4107","5040","b",2,2
"4108","5041","b",2,3
"4109","5041","c",2,2
"4110","5042","b",2,4
"4111","5042","c",2,2
"4112","5043","b",2,4
"4113","5043","c",2,3
"4114","5044","b",2,2
"4115","5044","c",2,2
"4116","5045","b",2,3
"4117","5046","b",2,4
"4118","5046","c",3,4
"4119","5047","b",2,4
"4120","5048","b",2,3
"4121","5048","c",2,3
"4122","5049","b",2,3
"4123","5049","c",2,3
"4124","5050","b",2,3
"4125","5050","c",3,2
"4126","5051","b",2,5
"4127","5051","c",3,3
"4128","5052","b",2,2
"4129","5052","c",2,2
"4130","5053","b",2,3
"4131","5053","c",2,3
"4132","5054","b",2,1
"4133","5054","c",2,2
"4134","5055","b",2,2
"4135","5055","c",3,2
"4136","5056","b",2,1
"4137","5057","b",2,7
"4138","5057","c",3,4
"4139","5058","b",2,3
"4140","5058","c",2,2
"4141","5059","b",2,4
"4142","5059","c",4,3
"4143","5060","b",2,2
"4144","5061","b",2,1
"4145","5061","c",1,3
"4146","5062","b",2,2
"4147","5062","c",2,3
"4148","5063","b",2,3
"4149","5063","c",2,2
"4150","5064","b",2,2
"4151","5064","c",2,2
"4152","5065","b",2,3
"4153","5065","c",3,3
"4154","5066","b",2,2
"4155","5066","c",2,3
"4156","5067","b",2,2
"4157","5068","b",2,7
"4158","5068","c",2,5
"4159","5069","b",2,3
"4160","5069","c",2,3
"4161","5070","b",2,4
"4162","5070","c",2,2
"4163","5071","b",2,2
"4164","5071","c",2,2
"4165","5072","b",2,4
"4166","5072","c",2,2
"4167","5073","b",2,2
"4168","5074","b",2,2
"4169","5075","b",2,2
"4170","5075","c",3,3
"4171","5076","b",2,3
"4172","5077","b",2,7
"4173","5077","c",2,3
"4174","5078","b",2,2
"4175","5079","b",2,3
"4176","5080","b",2,3
"4177","5080","c",2,3
"4178","5081","b",2,2
"4179","5081","c",2,1
"4180","5082","b",2,4
"4181","5082","c",2,3
"4182","5083","b",2,5
"4183","5083","c",4,6
"4184","5084","b",2,5
"4185","5084","c",3,6
"4186","5085","b",2,5
"4187","5085","c",3,3
"4188","5086","b",2,2
"4189","5086","c",1,2
"4190","5087","b",2,4
"4191","5087","c",5,2
"4192","5088","b",2,9
"4193","5088","c",2,7
"4194","5089","b",2,4
"4195","5090","b",2,4
"4196","5090","c",4,2
"4197","5091","b",2,5
"4198","5091","c",3,4
"4199","5092","b",2,4
"4200","5093","b",2,3
"4201","5093","c",2,2
"4202","5094","b",2,3
"4203","5094","c",2,3
"4204","5095","b",2,5
"4205","5095","c",2,5
"4206","5096","b",2,4
"4207","5096","c",3,3
"4208","5097","b",2,5
"4209","5097","c",3,2
"4210","5098","b",2,1
"4211","5098","c",3,3
"4212","5099","b",2,3
"4213","5099","c",1,2
"4214","5100","b",2,6
"4215","5100","c",4,4
"4216","5101","b",2,8
"4217","5101","c",2,2
"4218","5102","b",2,8
"4219","5102","c",4,5
"4220","5103","b",2,4
"4221","5103","c",2,2
"4222","5104","b",2,7
"4223","5104","c",2,5
"4224","5105","b",2,3
"4225","5106","b",2,7
"4226","5106","c",1,3
"4227","5107","b",2,2
"4228","5107","c",2,2
"4229","5108","b",2,4
"4230","5109","b",2,2
"4231","5109","c",2,2
"4232","5110","b",2,3
"4233","5110","c",4,2
"4234","5111","b",2,4
"4235","5111","c",4,2
"4236","5112","b",2,4
"4237","5112","c",2,3
"4238","5113","b",2,8
"4239","5114","b",2,4
"4240","5114","c",2,3
"4241","5115","b",2,3
"4242","5116","b",2,4
"4243","5116","c",2,5
"4244","5117","b",2,2
"4245","5117","c",3,2
"4246","5118","b",2,7
"4247","5118","c",1,6
"4248","5119","b",2,3
"4249","5119","c",2,2
"4250","5120","b",2,2
"4251","5120","c",3,2
"4252","5121","b",2,5
"4253","5121","c",2,2
"4254","5122","b",2,10
"4255","5122","c",2,3
"4256","5123","b",2,3
"4257","5123","c",2,3
"4258","5124","b",2,3
"4259","5124","c",4,2
"4260","5125","b",2,6
"4261","5125","c",2,3
"4262","5126","b",2,2
"4263","5126","c",2,3
"4264","5127","b",2,4
"4265","5127","c",3,5
"4266","5128","b",2,3
"4267","5128","c",2,2
"4268","5129","b",2,3
"4269","5129","c",3,2
"4270","5130","b",2,3
"4271","5130","c",2,2
"4272","5131","b",2,7
"4273","5131","c",3,5
"4274","5132","b",2,4
"4275","5133","b",2,3
"4276","5133","c",3,2
"4277","5134","b",2,3
"4278","5135","b",2,5
"4279","5135","c",2,4
"4280","5136","b",2,4
"4281","5136","c",4,3
"4282","5137","b",2,2
"4283","5137","c",2,2
"4284","5138","b",2,1
"4285","5138","c",1,3
"4286","5139","b",2,5
"4287","5139","c",3,3
"4288","5140","b",2,3
"4289","5140","c",3,3
"4290","5141","b",2,3
"4291","5141","c",3,2
"4292","5142","b",2,5
"4293","5143","b",2,2
"4294","5143","c",2,2
"4295","5144","b",2,3
"4296","5144","c",2,2
"4297","5145","b",2,6
"4298","5145","c",2,3
"4299","5146","b",2,7
"4300","5147","b",2,3
"4301","5148","b",2,5
"4302","5148","c",2,3
"4303","5149","b",2,3
"4304","5149","c",1,2
"4305","5150","b",2,1
"4306","5151","b",2,6
"4307","5151","c",3,5
"4308","5152","b",2,4
"4309","5153","b",2,3
"4310","5153","c",2,3
"4311","5154","b",2,1
"4312","5155","b",2,7
"4313","5155","c",3,5
"4314","5156","b",2,2
"4315","5156","c",4,4
"4316","5157","b",2,4
"4317","5157","c",2,5
"4318","5158","b",2,2
"4319","5158","c",2,2
"4320","5159","b",2,5
"4321","5159","c",2,1
"4322","5160","b",2,3
"4323","5161","b",2,2
"4324","5162","b",2,2
"4325","5162","c",3,2
"4326","5163","b",2,2
"4327","5163","c",2,2
"4328","5164","b",2,3
"4329","5165","b",2,3
"4330","5165","c",2,2
"4331","5166","b",2,4
"4332","5166","c",2,4
"4333","5167","b",2,4
"4334","5167","c",2,3
"4335","5168","b",2,4
"4336","5168","c",3,4
"4337","5169","b",2,4
"4338","5169","c",2,5
"4339","5170","b",2,3
"4340","5170","c",2,2
"4341","5171","b",2,4
"4342","5172","b",2,4
"4343","5172","c",2,2
"4344","5173","b",2,1
"4345","5173","c",2,1
"4346","5174","b",2,2
"4347","5174","c",2,2
"4348","5175","b",2,5
"4349","5175","c",2,2
"4350","5176","b",2,9
"4351","5177","b",2,4
"4352","5177","c",3,3
"4353","5178","b",2,2
"4354","5178","c",2,2
"4355","5179","b",2,3
"4356","5179","c",3,2
"4357","5180","b",2,7
"4358","5180","c",3,3
"4359","5181","b",2,1
"4360","5181","c",4,1
"4361","5182","b",2,1
"4362","5182","c",2,2
"4363","5183","b",2,3
"4364","5184","b",2,4
"4365","5184","c",1,6
"4366","5185","b",2,3
"4367","5185","c",2,2
"4368","5186","b",2,7
"4369","5186","c",2,5
"4370","5187","b",2,1
"4371","5187","c",3,1
"4372","5188","b",3,1
"4373","5188","c",4,2
"4374","5189","b",3,4
"4375","5189","c",3,2
"4376","5190","b",3,9
"4377","5190","c",3,5
"4378","5191","b",3,3
"4379","5191","c",3,3
"4380","5192","b",3,8
"4381","5192","c",2,4
"4382","5193","b",3,4
"4383","5193","c",3,4
"4384","5194","b",3,9
"4385","5195","b",3,2
"4386","5195","c",4,3
"4387","5196","b",3,2
"4388","5196","c",4,1
"4389","5197","b",3,4
"4390","5198","b",3,4
"4391","5198","c",2,3
"4392","5199","b",3,2
"4393","5199","c",3,2
"4394","5200","b",3,3
"4395","5200","c",1,2
"4396","5201","b",3,5
"4397","5201","c",2,3
"4398","5202","b",3,2
"4399","5203","b",3,4
"4400","5204","b",3,5
"4401","5204","c",4,5
"4402","5205","b",3,3
"4403","5205","c",4,2
"4404","5206","b",3,7
"4405","5206","c",2,4
"4406","5207","b",3,3
"4407","5207","c",2,2
"4408","5208","b",3,2
"4409","5209","b",3,3
"4410","5209","c",3,5
"4411","5210","b",3,3
"4412","5210","c",4,3
"4413","5211","b",3,4
